Actual_dt,Actual_Value,ORA
2016-01-04,157,Gloucestershire
2016-01-05,328,Dorset
2016-01-05,2254,Trust
2016-01-05,471,Devon
2016-01-05,143,Gloucestershire
2016-01-05,209,Somerset
2016-01-05,254,Cornwall
2016-01-05,354,Wiltshire
2016-01-05,493,BNSSG
2016-01-06,462,BNSSG
2016-01-06,2134,Trust
2016-01-06,145,Gloucestershire
2016-01-06,507,Devon
2016-01-06,276,Wiltshire
2016-01-06,243,Cornwall
2016-01-06,321,Dorset
2016-01-06,179,Somerset
2016-01-07,118,Gloucestershire
2016-01-07,199,Somerset
2016-01-07,445,BNSSG
2016-01-07,272,Wiltshire
2016-01-07,221,Cornwall
2016-01-07,290,Dorset
2016-01-07,2034,Trust
2016-01-07,487,Devon
2016-01-08,2160,Trust
2016-01-08,247,Cornwall
2016-01-08,471,BNSSG
2016-01-08,287,Wiltshire
2016-01-08,155,Gloucestershire
2016-01-08,327,Dorset
2016-01-08,180,Somerset
2016-01-08,489,Devon
2016-01-09,161,Gloucestershire
2016-01-09,530,Devon
2016-01-09,322,Wiltshire
2016-01-09,2240,Trust
2016-01-09,478,BNSSG
2016-01-09,330,Dorset
2016-01-09,223,Cornwall
2016-01-09,193,Somerset
2016-01-10,294,Wiltshire
2016-01-10,2269,Trust
2016-01-10,506,Devon
2016-01-10,330,Dorset
2016-01-10,529,BNSSG
2016-01-10,214,Somerset
2016-01-10,247,Cornwall
2016-01-10,148,Gloucestershire
2016-01-11,355,Dorset
2016-01-11,157,Gloucestershire
2016-01-11,2230,Trust
2016-01-11,296,Wiltshire
2016-01-11,230,Cornwall
2016-01-11,177,Somerset
2016-01-11,472,BNSSG
2016-01-11,542,Devon
2016-01-12,450,BNSSG
2016-01-12,1941,Trust
2016-01-12,222,Cornwall
2016-01-12,243,Wiltshire
2016-01-12,433,Devon
2016-01-12,299,Dorset
2016-01-12,124,Gloucestershire
2016-01-12,169,Somerset
2016-01-13,2022,Trust
2016-01-13,451,BNSSG
2016-01-13,190,Cornwall
2016-01-13,189,Somerset
2016-01-13,327,Dorset
2016-01-13,458,Devon
2016-01-13,268,Wiltshire
2016-01-13,135,Gloucestershire
2016-01-14,111,Gloucestershire
2016-01-14,305,Dorset
2016-01-14,2078,Trust
2016-01-14,204,Somerset
2016-01-14,490,Devon
2016-01-14,227,Cornwall
2016-01-14,273,Wiltshire
2016-01-14,464,BNSSG
2016-01-15,273,Cornwall
2016-01-15,441,BNSSG
2016-01-15,2202,Trust
2016-01-15,263,Wiltshire
2016-01-15,318,Dorset
2016-01-15,530,Devon
2016-01-15,207,Somerset
2016-01-15,166,Gloucestershire
2016-01-16,2241,Trust
2016-01-16,272,Wiltshire
2016-01-16,246,Cornwall
2016-01-16,221,Somerset
2016-01-16,494,BNSSG
2016-01-16,129,Gloucestershire
2016-01-16,335,Dorset
2016-01-16,540,Devon
2016-01-17,502,BNSSG
2016-01-17,2217,Trust
2016-01-17,341,Dorset
2016-01-17,125,Gloucestershire
2016-01-17,192,Somerset
2016-01-17,252,Cornwall
2016-01-17,495,Devon
2016-01-17,307,Wiltshire
2016-01-18,355,Dorset
2016-01-18,163,Gloucestershire
2016-01-18,2214,Trust
2016-01-18,534,Devon
2016-01-18,182,Somerset
2016-01-18,493,BNSSG
2016-01-18,267,Wiltshire
2016-01-18,219,Cornwall
2016-01-19,148,Gloucestershire
2016-01-19,302,Dorset
2016-01-19,462,BNSSG
2016-01-19,177,Somerset
2016-01-19,267,Wiltshire
2016-01-19,2111,Trust
2016-01-19,501,Devon
2016-01-19,248,Cornwall
2016-01-20,175,Somerset
2016-01-20,117,Gloucestershire
2016-01-20,331,Dorset
2016-01-20,2117,Trust
2016-01-20,276,Wiltshire
2016-01-20,457,BNSSG
2016-01-20,250,Cornwall
2016-01-20,510,Devon
2016-01-21,245,Cornwall
2016-01-21,2212,Trust
2016-01-21,524,Devon
2016-01-21,490,BNSSG
2016-01-21,319,Dorset
2016-01-21,157,Gloucestershire
2016-01-21,272,Wiltshire
2016-01-21,202,Somerset
2016-01-22,157,Gloucestershire
2016-01-22,2308,Trust
2016-01-22,533,Devon
2016-01-22,207,Somerset
2016-01-22,351,Dorset
2016-01-22,308,Wiltshire
2016-01-22,482,BNSSG
2016-01-22,270,Cornwall
2016-01-23,526,BNSSG
2016-01-23,560,Devon
2016-01-23,2334,Trust
2016-01-23,185,Somerset
2016-01-23,350,Dorset
2016-01-23,291,Wiltshire
2016-01-23,161,Gloucestershire
2016-01-23,257,Cornwall
2016-01-24,543,Devon
2016-01-24,276,Cornwall
2016-01-24,357,Dorset
2016-01-24,2461,Trust
2016-01-24,223,Somerset
2016-01-24,163,Gloucestershire
2016-01-24,357,Wiltshire
2016-01-24,541,BNSSG
2016-01-25,326,Dorset
2016-01-25,144,Gloucestershire
2016-01-25,231,Cornwall
2016-01-25,2223,Trust
2016-01-25,303,Wiltshire
2016-01-25,514,BNSSG
2016-01-25,177,Somerset
2016-01-25,527,Devon
2016-01-26,189,Somerset
2016-01-26,2118,Trust
2016-01-26,459,BNSSG
2016-01-26,489,Devon
2016-01-26,285,Wiltshire
2016-01-26,230,Cornwall
2016-01-26,323,Dorset
2016-01-26,141,Gloucestershire
2016-01-27,133,Gloucestershire
2016-01-27,492,BNSSG
2016-01-27,311,Wiltshire
2016-01-27,501,Devon
2016-01-27,245,Cornwall
2016-01-27,222,Somerset
2016-01-27,2236,Trust
2016-01-27,330,Dorset
2016-01-28,337,Dorset
2016-01-28,215,Cornwall
2016-01-28,2190,Trust
2016-01-28,473,BNSSG
2016-01-28,146,Gloucestershire
2016-01-28,522,Devon
2016-01-28,210,Somerset
2016-01-28,285,Wiltshire
2016-01-29,2244,Trust
2016-01-29,223,Cornwall
2016-01-29,208,Somerset
2016-01-29,549,Devon
2016-01-29,297,Wiltshire
2016-01-29,503,BNSSG
2016-01-29,308,Dorset
2016-01-29,155,Gloucestershire
2016-01-30,326,Wiltshire
2016-01-30,159,Gloucestershire
2016-01-30,2294,Trust
2016-01-30,538,Devon
2016-01-30,227,Cornwall
2016-01-30,181,Somerset
2016-01-30,534,BNSSG
2016-01-30,327,Dorset
2016-01-31,532,Devon
2016-01-31,192,Somerset
2016-01-31,145,Gloucestershire
2016-01-31,332,Wiltshire
2016-01-31,274,Cornwall
2016-01-31,524,BNSSG
2016-01-31,2339,Trust
2016-01-31,339,Dorset
2016-02-01,300,Wiltshire
2016-02-01,226,Cornwall
2016-02-01,205,Somerset
2016-02-01,2256,Trust
2016-02-01,488,BNSSG
2016-02-01,542,Devon
2016-02-01,320,Dorset
2016-02-01,172,Gloucestershire
2016-02-02,265,Cornwall
2016-02-02,2205,Trust
2016-02-02,148,Gloucestershire
2016-02-02,474,BNSSG
2016-02-02,293,Wiltshire
2016-02-02,321,Dorset
2016-02-02,203,Somerset
2016-02-02,498,Devon
2016-02-03,435,BNSSG
2016-02-03,277,Wiltshire
2016-02-03,235,Cornwall
2016-02-03,506,Devon
2016-02-03,302,Dorset
2016-02-03,2081,Trust
2016-02-03,178,Somerset
2016-02-03,146,Gloucestershire
2016-02-04,491,Devon
2016-02-04,303,Dorset
2016-02-04,468,BNSSG
2016-02-04,2120,Trust
2016-02-04,295,Wiltshire
2016-02-04,179,Somerset
2016-02-04,150,Gloucestershire
2016-02-04,232,Cornwall
2016-02-05,248,Cornwall
2016-02-05,324,Dorset
2016-02-05,190,Somerset
2016-02-05,2171,Trust
2016-02-05,300,Wiltshire
2016-02-05,498,Devon
2016-02-05,136,Gloucestershire
2016-02-05,472,BNSSG
2016-02-06,346,Dorset
2016-02-06,207,Somerset
2016-02-06,164,Gloucestershire
2016-02-06,500,BNSSG
2016-02-06,314,Wiltshire
2016-02-06,560,Devon
2016-02-06,2356,Trust
2016-02-06,261,Cornwall
2016-02-07,158,Gloucestershire
2016-02-07,551,Devon
2016-02-07,263,Cornwall
2016-02-07,494,BNSSG
2016-02-07,221,Somerset
2016-02-07,346,Dorset
2016-02-07,2337,Trust
2016-02-07,302,Wiltshire
2016-02-08,239,Cornwall
2016-02-08,2235,Trust
2016-02-08,301,Wiltshire
2016-02-08,189,Somerset
2016-02-08,333,Dorset
2016-02-08,543,Devon
2016-02-08,137,Gloucestershire
2016-02-08,491,BNSSG
2016-02-09,150,Gloucestershire
2016-02-09,458,BNSSG
2016-02-09,2176,Trust
2016-02-09,305,Wiltshire
2016-02-09,512,Devon
2016-02-09,334,Dorset
2016-02-09,184,Somerset
2016-02-09,229,Cornwall
2016-02-10,244,Cornwall
2016-02-10,473,BNSSG
2016-02-10,2230,Trust
2016-02-10,314,Wiltshire
2016-02-10,535,Devon
2016-02-10,331,Dorset
2016-02-10,130,Gloucestershire
2016-02-10,202,Somerset
2016-02-11,542,Devon
2016-02-11,2231,Trust
2016-02-11,325,Dorset
2016-02-11,422,BNSSG
2016-02-11,320,Wiltshire
2016-02-11,250,Cornwall
2016-02-11,156,Gloucestershire
2016-02-11,213,Somerset
2016-02-12,158,Gloucestershire
2016-02-12,2213,Trust
2016-02-12,276,Wiltshire
2016-02-12,336,Dorset
2016-02-12,456,BNSSG
2016-02-12,547,Devon
2016-02-12,191,Somerset
2016-02-12,247,Cornwall
2016-02-13,327,Wiltshire
2016-02-13,553,Devon
2016-02-13,191,Somerset
2016-02-13,246,Cornwall
2016-02-13,2362,Trust
2016-02-13,339,Dorset
2016-02-13,159,Gloucestershire
2016-02-13,545,BNSSG
2016-02-14,289,Wiltshire
2016-02-14,537,Devon
2016-02-14,531,BNSSG
2016-02-14,206,Somerset
2016-02-14,254,Cornwall
2016-02-14,2298,Trust
2016-02-14,338,Dorset
2016-02-14,141,Gloucestershire
2016-02-15,338,Dorset
2016-02-15,248,Cornwall
2016-02-15,519,BNSSG
2016-02-15,178,Somerset
2016-02-15,2267,Trust
2016-02-15,150,Gloucestershire
2016-02-15,285,Wiltshire
2016-02-15,549,Devon
2016-02-16,235,Cornwall
2016-02-16,136,Gloucestershire
2016-02-16,510,Devon
2016-02-16,176,Somerset
2016-02-16,331,Dorset
2016-02-16,2148,Trust
2016-02-16,450,BNSSG
2016-02-16,305,Wiltshire
2016-02-17,2128,Trust
2016-02-17,243,Cornwall
2016-02-17,317,Dorset
2016-02-17,506,Devon
2016-02-17,475,BNSSG
2016-02-17,188,Somerset
2016-02-17,273,Wiltshire
2016-02-17,125,Gloucestershire
2016-02-18,2163,Trust
2016-02-18,184,Somerset
2016-02-18,225,Cornwall
2016-02-18,325,Wiltshire
2016-02-18,149,Gloucestershire
2016-02-18,455,BNSSG
2016-02-18,313,Dorset
2016-02-18,509,Devon
2016-02-19,296,Wiltshire
2016-02-19,521,Devon
2016-02-19,223,Cornwall
2016-02-19,325,Dorset
2016-02-19,2237,Trust
2016-02-19,209,Somerset
2016-02-19,520,BNSSG
2016-02-19,139,Gloucestershire
2016-02-20,2416,Trust
2016-02-20,546,Devon
2016-02-20,361,Dorset
2016-02-20,158,Gloucestershire
2016-02-20,543,BNSSG
2016-02-20,199,Somerset
2016-02-20,338,Wiltshire
2016-02-20,268,Cornwall
2016-02-21,564,Devon
2016-02-21,279,Cornwall
2016-02-21,317,Dorset
2016-02-21,538,BNSSG
2016-02-21,151,Gloucestershire
2016-02-21,222,Somerset
2016-02-21,2429,Trust
2016-02-21,356,Wiltshire
2016-02-22,191,Somerset
2016-02-22,296,Wiltshire
2016-02-22,494,BNSSG
2016-02-22,156,Gloucestershire
2016-02-22,552,Devon
2016-02-22,269,Cornwall
2016-02-22,305,Dorset
2016-02-22,2266,Trust
2016-02-23,303,Dorset
2016-02-23,304,Wiltshire
2016-02-23,476,BNSSG
2016-02-23,135,Gloucestershire
2016-02-23,549,Devon
2016-02-23,2197,Trust
2016-02-23,187,Somerset
2016-02-23,241,Cornwall
2016-02-24,2083,Trust
2016-02-24,446,BNSSG
2016-02-24,488,Devon
2016-02-24,276,Wiltshire
2016-02-24,169,Somerset
2016-02-24,306,Dorset
2016-02-24,145,Gloucestershire
2016-02-24,250,Cornwall
2016-02-25,2107,Trust
2016-02-25,154,Somerset
2016-02-25,522,Devon
2016-02-25,293,Dorset
2016-02-25,481,BNSSG
2016-02-25,126,Gloucestershire
2016-02-25,287,Wiltshire
2016-02-25,240,Cornwall
2016-02-26,274,Dorset
2016-02-26,115,Gloucestershire
2016-02-26,220,Cornwall
2016-02-26,2100,Trust
2016-02-26,507,Devon
2016-02-26,172,Somerset
2016-02-26,308,Wiltshire
2016-02-26,500,BNSSG
2016-02-27,2342,Trust
2016-02-27,196,Somerset
2016-02-27,590,Devon
2016-02-27,326,Dorset
2016-02-27,241,Cornwall
2016-02-27,305,Wiltshire
2016-02-27,147,Gloucestershire
2016-02-27,532,BNSSG
2016-02-28,152,Gloucestershire
2016-02-28,302,Dorset
2016-02-28,2340,Trust
2016-02-28,209,Somerset
2016-02-28,302,Wiltshire
2016-02-28,531,BNSSG
2016-02-28,272,Cornwall
2016-02-28,569,Devon
2016-02-29,189,Somerset
2016-02-29,543,Devon
2016-02-29,320,Dorset
2016-02-29,2267,Trust
2016-02-29,506,BNSSG
2016-02-29,144,Gloucestershire
2016-02-29,243,Cornwall
2016-02-29,319,Wiltshire
2016-03-01,195,Somerset
2016-03-01,2139,Trust
2016-03-01,270,Wiltshire
2016-03-01,497,Devon
2016-03-01,462,BNSSG
2016-03-01,333,Dorset
2016-03-01,139,Gloucestershire
2016-03-01,240,Cornwall
2016-03-02,128,Gloucestershire
2016-03-02,245,Cornwall
2016-03-02,270,Wiltshire
2016-03-02,2187,Trust
2016-03-02,309,Dorset
2016-03-02,549,Devon
2016-03-02,493,BNSSG
2016-03-02,188,Somerset
2016-03-03,285,Wiltshire
2016-03-03,192,Somerset
2016-03-03,2236,Trust
2016-03-03,543,Devon
2016-03-03,149,Gloucestershire
2016-03-03,478,BNSSG
2016-03-03,241,Cornwall
2016-03-03,342,Dorset
2016-03-04,556,Devon
2016-03-04,2311,Trust
2016-03-04,491,BNSSG
2016-03-04,303,Wiltshire
2016-03-04,147,Gloucestershire
2016-03-04,337,Dorset
2016-03-04,262,Cornwall
2016-03-04,212,Somerset
2016-03-05,308,Wiltshire
2016-03-05,155,Gloucestershire
2016-03-05,211,Somerset
2016-03-05,2366,Trust
2016-03-05,555,Devon
2016-03-05,342,Dorset
2016-03-05,541,BNSSG
2016-03-05,250,Cornwall
2016-03-06,275,Cornwall
2016-03-06,340,Dorset
2016-03-06,200,Somerset
2016-03-06,166,Gloucestershire
2016-03-06,514,BNSSG
2016-03-06,337,Wiltshire
2016-03-06,2350,Trust
2016-03-06,512,Devon
2016-03-07,301,Wiltshire
2016-03-07,510,Devon
2016-03-07,145,Gloucestershire
2016-03-07,201,Somerset
2016-03-07,335,Dorset
2016-03-07,2263,Trust
2016-03-07,258,Cornwall
2016-03-07,509,BNSSG
2016-03-08,187,Somerset
2016-03-08,286,Wiltshire
2016-03-08,2179,Trust
2016-03-08,466,BNSSG
2016-03-08,312,Dorset
2016-03-08,513,Devon
2016-03-08,258,Cornwall
2016-03-08,152,Gloucestershire
2016-03-09,315,Dorset
2016-03-09,173,Somerset
2016-03-09,268,Wiltshire
2016-03-09,480,BNSSG
2016-03-09,262,Cornwall
2016-03-09,2151,Trust
2016-03-09,130,Gloucestershire
2016-03-09,519,Devon
2016-03-10,303,Wiltshire
2016-03-10,152,Gloucestershire
2016-03-10,565,Devon
2016-03-10,2257,Trust
2016-03-10,473,BNSSG
2016-03-10,220,Cornwall
2016-03-10,211,Somerset
2016-03-10,327,Dorset
2016-03-11,502,BNSSG
2016-03-11,293,Wiltshire
2016-03-11,2274,Trust
2016-03-11,201,Somerset
2016-03-11,235,Cornwall
2016-03-11,568,Devon
2016-03-11,337,Dorset
2016-03-11,134,Gloucestershire
2016-03-12,159,Gloucestershire
2016-03-12,528,BNSSG
2016-03-12,366,Dorset
2016-03-12,2437,Trust
2016-03-12,288,Cornwall
2016-03-12,210,Somerset
2016-03-12,577,Devon
2016-03-12,307,Wiltshire
2016-03-13,264,Cornwall
2016-03-13,611,Devon
2016-03-13,160,Gloucestershire
2016-03-13,2466,Trust
2016-03-13,346,Wiltshire
2016-03-13,199,Somerset
2016-03-13,333,Dorset
2016-03-13,551,BNSSG
2016-03-14,315,Dorset
2016-03-14,2251,Trust
2016-03-14,219,Somerset
2016-03-14,136,Gloucestershire
2016-03-14,483,BNSSG
2016-03-14,236,Cornwall
2016-03-14,286,Wiltshire
2016-03-14,573,Devon
2016-03-15,2193,Trust
2016-03-15,480,BNSSG
2016-03-15,188,Somerset
2016-03-15,298,Wiltshire
2016-03-15,231,Cornwall
2016-03-15,312,Dorset
2016-03-15,507,Devon
2016-03-15,172,Gloucestershire
2016-03-16,325,Dorset
2016-03-16,461,BNSSG
2016-03-16,518,Devon
2016-03-16,2193,Trust
2016-03-16,221,Cornwall
2016-03-16,190,Gloucestershire
2016-03-16,274,Wiltshire
2016-03-16,203,Somerset
2016-03-17,2226,Trust
2016-03-17,271,Wiltshire
2016-03-17,308,Dorset
2016-03-17,543,Devon
2016-03-17,479,BNSSG
2016-03-17,192,Gloucestershire
2016-03-17,208,Somerset
2016-03-17,214,Cornwall
2016-03-18,280,Wiltshire
2016-03-18,220,Cornwall
2016-03-18,317,Dorset
2016-03-18,543,Devon
2016-03-18,193,Somerset
2016-03-18,436,BNSSG
2016-03-18,211,Gloucestershire
2016-03-18,2203,Trust
2016-03-19,488,Devon
2016-03-19,2360,Trust
2016-03-19,572,BNSSG
2016-03-19,299,Wiltshire
2016-03-19,269,Cornwall
2016-03-19,204,Somerset
2016-03-19,173,Gloucestershire
2016-03-19,346,Dorset
2016-03-20,558,Devon
2016-03-20,324,Dorset
2016-03-20,257,Cornwall
2016-03-20,518,BNSSG
2016-03-20,149,Gloucestershire
2016-03-20,332,Wiltshire
2016-03-20,211,Somerset
2016-03-20,2355,Trust
2016-03-21,492,BNSSG
2016-03-21,311,Dorset
2016-03-21,220,Somerset
2016-03-21,494,Devon
2016-03-21,2234,Trust
2016-03-21,268,Cornwall
2016-03-21,304,Wiltshire
2016-03-21,140,Gloucestershire
2016-03-22,186,Somerset
2016-03-22,323,Dorset
2016-03-22,145,Gloucestershire
2016-03-22,473,BNSSG
2016-03-22,246,Cornwall
2016-03-22,298,Wiltshire
2016-03-22,2175,Trust
2016-03-22,499,Devon
2016-03-23,148,Gloucestershire
2016-03-23,2128,Trust
2016-03-23,459,BNSSG
2016-03-23,503,Devon
2016-03-23,328,Dorset
2016-03-23,298,Wiltshire
2016-03-23,223,Cornwall
2016-03-23,166,Somerset
2016-03-24,2183,Trust
2016-03-24,262,Wiltshire
2016-03-24,472,BNSSG
2016-03-24,288,Dorset
2016-03-24,161,Gloucestershire
2016-03-24,194,Somerset
2016-03-24,241,Cornwall
2016-03-24,560,Devon
2016-03-25,302,Wiltshire
2016-03-25,573,Devon
2016-03-25,349,Dorset
2016-03-25,2380,Trust
2016-03-25,211,Somerset
2016-03-25,166,Gloucestershire
2016-03-25,501,BNSSG
2016-03-25,274,Cornwall
2016-03-26,307,Wiltshire
2016-03-26,157,Gloucestershire
2016-03-26,2407,Trust
2016-03-26,365,Dorset
2016-03-26,523,Devon
2016-03-26,225,Somerset
2016-03-26,277,Cornwall
2016-03-26,550,BNSSG
2016-03-27,509,Devon
2016-03-27,153,Gloucestershire
2016-03-27,291,Cornwall
2016-03-27,306,Wiltshire
2016-03-27,325,Dorset
2016-03-27,512,BNSSG
2016-03-27,2285,Trust
2016-03-27,186,Somerset
2016-03-28,151,Gloucestershire
2016-03-28,259,Cornwall
2016-03-28,189,Somerset
2016-03-28,292,Wiltshire
2016-03-28,556,Devon
2016-03-28,511,BNSSG
2016-03-28,2321,Trust
2016-03-28,359,Dorset
2016-03-29,237,Cornwall
2016-03-29,278,Wiltshire
2016-03-29,561,Devon
2016-03-29,494,BNSSG
2016-03-29,191,Somerset
2016-03-29,2232,Trust
2016-03-29,321,Dorset
2016-03-29,146,Gloucestershire
2016-03-30,253,Cornwall
2016-03-30,328,Dorset
2016-03-30,486,Devon
2016-03-30,144,Gloucestershire
2016-03-30,2188,Trust
2016-03-30,494,BNSSG
2016-03-30,284,Wiltshire
2016-03-30,198,Somerset
2016-03-31,467,BNSSG
2016-03-31,533,Devon
2016-03-31,280,Wiltshire
2016-03-31,249,Cornwall
2016-03-31,183,Somerset
2016-03-31,310,Dorset
2016-03-31,2163,Trust
2016-03-31,138,Gloucestershire
2016-04-01,205,Somerset
2016-04-01,286,Wiltshire
2016-04-01,357,Dorset
2016-04-01,2235,Trust
2016-04-01,466,BNSSG
2016-04-01,527,Devon
2016-04-01,249,Cornwall
2016-04-01,142,Gloucestershire
2016-04-02,157,Gloucestershire
2016-04-02,564,BNSSG
2016-04-02,2398,Trust
2016-04-02,359,Dorset
2016-04-02,550,Devon
2016-04-02,270,Cornwall
2016-04-02,207,Somerset
2016-04-02,289,Wiltshire
2016-04-03,2350,Trust
2016-04-03,274,Cornwall
2016-04-03,339,Dorset
2016-04-03,197,Somerset
2016-04-03,331,Wiltshire
2016-04-03,485,BNSSG
2016-04-03,541,Devon
2016-04-03,178,Gloucestershire
2016-04-04,186,Somerset
2016-04-04,2231,Trust
2016-04-04,496,BNSSG
2016-04-04,306,Dorset
2016-04-04,560,Devon
2016-04-04,128,Gloucestershire
2016-04-04,269,Wiltshire
2016-04-04,283,Cornwall
2016-04-05,164,Somerset
2016-04-05,317,Dorset
2016-04-05,140,Gloucestershire
2016-04-05,292,Wiltshire
2016-04-05,491,BNSSG
2016-04-05,2182,Trust
2016-04-05,241,Cornwall
2016-04-05,537,Devon
2016-04-06,506,Devon
2016-04-06,167,Somerset
2016-04-06,2064,Trust
2016-04-06,462,BNSSG
2016-04-06,301,Dorset
2016-04-06,220,Cornwall
2016-04-06,276,Wiltshire
2016-04-06,128,Gloucestershire
2016-04-07,498,Devon
2016-04-07,224,Cornwall
2016-04-07,449,BNSSG
2016-04-07,166,Somerset
2016-04-07,254,Dorset
2016-04-07,133,Gloucestershire
2016-04-07,1987,Trust
2016-04-07,258,Wiltshire
2016-04-08,317,Dorset
2016-04-08,2185,Trust
2016-04-08,494,Devon
2016-04-08,140,Gloucestershire
2016-04-08,295,Wiltshire
2016-04-08,509,BNSSG
2016-04-08,187,Somerset
2016-04-08,239,Cornwall
2016-04-09,181,Somerset
2016-04-09,335,Dorset
2016-04-09,535,Devon
2016-04-09,2226,Trust
2016-04-09,142,Gloucestershire
2016-04-09,244,Cornwall
2016-04-09,500,BNSSG
2016-04-09,284,Wiltshire
2016-04-10,201,Cornwall
2016-04-10,2188,Trust
2016-04-10,146,Gloucestershire
2016-04-10,479,Devon
2016-04-10,507,BNSSG
2016-04-10,195,Somerset
2016-04-10,337,Wiltshire
2016-04-10,318,Dorset
2016-04-11,147,Gloucestershire
2016-04-11,553,Devon
2016-04-11,164,Somerset
2016-04-11,320,Dorset
2016-04-11,258,Cornwall
2016-04-11,291,Wiltshire
2016-04-11,2215,Trust
2016-04-11,481,BNSSG
2016-04-12,172,Somerset
2016-04-12,463,BNSSG
2016-04-12,135,Gloucestershire
2016-04-12,236,Cornwall
2016-04-12,323,Dorset
2016-04-12,2133,Trust
2016-04-12,484,Devon
2016-04-12,317,Wiltshire
2016-04-13,2121,Trust
2016-04-13,292,Wiltshire
2016-04-13,517,Devon
2016-04-13,169,Somerset
2016-04-13,123,Gloucestershire
2016-04-13,492,BNSSG
2016-04-13,305,Dorset
2016-04-13,221,Cornwall
2016-04-14,121,Gloucestershire
2016-04-14,241,Cornwall
2016-04-14,277,Wiltshire
2016-04-14,178,Somerset
2016-04-14,320,Dorset
2016-04-14,487,BNSSG
2016-04-14,2134,Trust
2016-04-14,509,Devon
2016-04-15,192,Somerset
2016-04-15,272,Wiltshire
2016-04-15,221,Cornwall
2016-04-15,131,Gloucestershire
2016-04-15,2085,Trust
2016-04-15,315,Dorset
2016-04-15,457,BNSSG
2016-04-15,493,Devon
2016-04-16,253,Cornwall
2016-04-16,343,Dorset
2016-04-16,2198,Trust
2016-04-16,474,BNSSG
2016-04-16,149,Gloucestershire
2016-04-16,297,Wiltshire
2016-04-16,496,Devon
2016-04-16,182,Somerset
2016-04-17,497,Devon
2016-04-17,166,Gloucestershire
2016-04-17,192,Somerset
2016-04-17,2216,Trust
2016-04-17,266,Cornwall
2016-04-17,483,BNSSG
2016-04-17,276,Wiltshire
2016-04-17,332,Dorset
2016-04-18,496,Devon
2016-04-18,432,BNSSG
2016-04-18,299,Dorset
2016-04-18,150,Gloucestershire
2016-04-18,201,Somerset
2016-04-18,209,Cornwall
2016-04-18,268,Wiltshire
2016-04-18,2063,Trust
2016-04-19,423,BNSSG
2016-04-19,1986,Trust
2016-04-19,115,Gloucestershire
2016-04-19,287,Dorset
2016-04-19,274,Wiltshire
2016-04-19,465,Devon
2016-04-19,244,Cornwall
2016-04-19,175,Somerset
2016-04-20,254,Wiltshire
2016-04-20,280,Dorset
2016-04-20,238,Cornwall
2016-04-20,127,Gloucestershire
2016-04-20,1984,Trust
2016-04-20,450,Devon
2016-04-20,455,BNSSG
2016-04-20,179,Somerset
2016-04-21,267,Wiltshire
2016-04-21,248,Dorset
2016-04-21,209,Somerset
2016-04-21,1999,Trust
2016-04-21,217,Cornwall
2016-04-21,486,Devon
2016-04-21,123,Gloucestershire
2016-04-21,447,BNSSG
2016-04-22,317,Dorset
2016-04-22,463,Devon
2016-04-22,204,Cornwall
2016-04-22,113,Gloucestershire
2016-04-22,272,Wiltshire
2016-04-22,445,BNSSG
2016-04-22,173,Somerset
2016-04-22,1990,Trust
2016-04-23,343,Dorset
2016-04-23,2154,Trust
2016-04-23,259,Wiltshire
2016-04-23,505,Devon
2016-04-23,224,Cornwall
2016-04-23,500,BNSSG
2016-04-23,133,Gloucestershire
2016-04-23,188,Somerset
2016-04-24,192,Somerset
2016-04-24,285,Wiltshire
2016-04-24,324,Dorset
2016-04-24,518,Devon
2016-04-24,2167,Trust
2016-04-24,457,BNSSG
2016-04-24,139,Gloucestershire
2016-04-24,247,Cornwall
2016-04-25,2098,Trust
2016-04-25,136,Gloucestershire
2016-04-25,243,Cornwall
2016-04-25,461,BNSSG
2016-04-25,302,Dorset
2016-04-25,495,Devon
2016-04-25,171,Somerset
2016-04-25,288,Wiltshire
2016-04-26,442,Devon
2016-04-26,281,Dorset
2016-04-26,175,Somerset
2016-04-26,396,BNSSG
2016-04-26,121,Gloucestershire
2016-04-26,1839,Trust
2016-04-26,202,Cornwall
2016-04-26,221,Wiltshire
2016-04-27,148,Somerset
2016-04-27,280,Wiltshire
2016-04-27,281,Dorset
2016-04-27,500,Devon
2016-04-27,242,Cornwall
2016-04-27,432,BNSSG
2016-04-27,140,Gloucestershire
2016-04-27,2024,Trust
2016-04-28,296,Dorset
2016-04-28,1979,Trust
2016-04-28,257,Wiltshire
2016-04-28,229,Cornwall
2016-04-28,446,Devon
2016-04-28,145,Gloucestershire
2016-04-28,432,BNSSG
2016-04-28,170,Somerset
2016-04-29,456,BNSSG
2016-04-29,193,Somerset
2016-04-29,123,Gloucestershire
2016-04-29,299,Dorset
2016-04-29,266,Wiltshire
2016-04-29,250,Cornwall
2016-04-29,2076,Trust
2016-04-29,486,Devon
2016-04-30,283,Cornwall
2016-04-30,351,Dorset
2016-04-30,287,Wiltshire
2016-04-30,204,Somerset
2016-04-30,2362,Trust
2016-04-30,146,Gloucestershire
2016-04-30,504,BNSSG
2016-04-30,580,Devon
2016-05-01,330,Dorset
2016-05-01,2248,Trust
2016-05-01,511,Devon
2016-05-01,288,Wiltshire
2016-05-01,263,Cornwall
2016-05-01,184,Somerset
2016-05-01,140,Gloucestershire
2016-05-01,527,BNSSG
2016-05-02,477,BNSSG
2016-05-02,341,Dorset
